Campaign,Ad group,Asset type,Text,Pin,Final URL
GS_BR_COMPRA_VENDA_CONTRATO_202606,compra_venda_contrato,Description,Recebeu contrato ou precisa elaborar? Faca triagem pelo WhatsApp.,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,analise_contrato_recebido,Headline,Analise Seu Contrato,1,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,analise_contrato_recebido,Headline,Antes De Assinar,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,analise_contrato_recebido,Headline,Entenda Os Pontos,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,analise_contrato_recebido,Headline,Documento Sem Duvida,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,analise_contrato_recebido,Headline,Triagem Pelo WhatsApp,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,analise_contrato_recebido,Description,Recebeu contrato de imovel? Entenda pontos de atencao antes de assinar.,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,analise_contrato_recebido,Description,Resumo objetivo sobre prazo, multa, pagamento, sinal e documentos.,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,elaboracao_contrato,Headline,Elabore Seu Contrato,1,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,elaboracao_contrato,Headline,Compra E Venda Imovel,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,elaboracao_contrato,Headline,Contrato Personalizado,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,elaboracao_contrato,Headline,Formalize O Negocio,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,elaboracao_contrato,Headline,Sinal Prazo E Chaves,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,elaboracao_contrato,Description,Contrato conforme a negociacao: valor, sinal, prazo, pagamento e chaves.,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,elaboracao_contrato,Description,Explique o caso pelo WhatsApp e receba orientacao sobre o proximo passo.,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,sinal_promessa_documentos,Headline,Recibo De Sinal,1,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,sinal_promessa_documentos,Headline,Promessa De Compra,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,sinal_promessa_documentos,Headline,Antes Do Pix,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,sinal_promessa_documentos,Headline,Organize Documentos,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,sinal_promessa_documentos,Description,Antes de transferir sinal, organize recibo, dados do imovel e prazos.,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
GS_BR_COMPRA_VENDA_CONTRATO_202606,sinal_promessa_documentos,Description,Promessa de compra e venda com condicoes, pagamentos e proximos passos.,,https://imovelexplicado.com.br/contrato-compra-venda-imovel?utm_source=google&utm_medium=cpc&utm_campaign=gs_compra_venda_contrato_202606
